investor_id,age,income_band,state,city_tier,txn_type,amount,scheme_code,txn_date
INV85862,35,25L+,Kerala,Tier1,Lumpsum,500,125497,2023-02-23
INV95848,30,12-25L,MP,Tier3,SIP,2000,119551,2025-03-24
INV70895,40,12-25L,Karnataka,Tier3,SIP,50000,119092,2025-11-28
INV29710,55,5-12L,Punjab,Tier1,SIP,10000,118632,2025-11-13
INV19922,57,25L+,Telangana,Tier1,SIP,50000,120841,2023-03-27
INV54805,28,12-25L,Rajasthan,Tier3,SIP,5000,119551,2024-07-10
INV13742,36,5-12L,UP,Tier1,SIP,1000,119092,2023-12-23
INV91250,31,5-12L,Gujarat,Tier1,Redemption,2000,120503,2022-10-26
INV44876,34,5-12L,Punjab,Tier3,SIP,2000,120503,2025-05-04
INV72840,22,5-12L,Kerala,Tier2,Lumpsum,5000,118632,2026-01-13
INV63084,59,12-25L,Tamil Nadu,Tier1,SIP,5000,119092,2024-05-01
INV82559,55,25L+,Gujarat,Tier2,SIP,5000,119551,2023-03-09
INV38041,48,25L+,Karnataka,Tier3,SIP,10000,125497,2025-05-26
INV31190,30,12-25L,Rajasthan,Tier2,SIP,10000,118632,2024-10-29
INV76374,58,5-12L,Karnataka,Tier1,SIP,10000,119092,2024-12-14
INV92282,59,25L+,Rajasthan,Tier3,SIP,1000,119551,2024-05-29
INV90456,27,5-12L,Rajasthan,Tier3,Lumpsum,10000,119092,2022-07-11
INV42112,52,25L+,Gujarat,Tier2,SIP,1000,125497,2024-07-05
INV33831,41,12-25L,MP,Tier3,SIP,1000,120841,2023-03-04
INV73094,24,25L+,Gujarat,Tier1,SIP,25000,120841,2023-11-01
INV58568,42,5-12L,Delhi,Tier2,SIP,500,118632,2025-07-28
INV53529,55,25L+,Tamil Nadu,Tier1,SIP,5000,120841,2025-07-07
INV75588,30,25L+,Karnataka,Tier2,SIP,50000,118632,2026-05-02
INV50195,47,12-25L,UP,Tier2,Lumpsum,1000,125497,2022-10-03
INV68042,39,25L+,Maharashtra,Tier3,Lumpsum,500,120503,2022-11-29
INV89462,47,5-12L,Telangana,Tier1,SIP,5000,119551,2023-01-21
INV33038,57,25L+,Tamil Nadu,Tier1,Lumpsum,10000,119092,2025-06-23
INV13879,24,5-12L,Gujarat,Tier3,Lumpsum,25000,120503,2024-10-15
INV22232,26,25L+,Gujarat,Tier3,SIP,50000,118632,2025-07-06
INV34750,39,12-25L,Telangana,Tier1,SIP,500,120503,2023-04-27
INV49472,59,25L+,Telangana,Tier2,Redemption,10000,120841,2023-07-10
INV12197,58,5-12L,Karnataka,Tier1,SIP,1000,119551,2026-03-16
INV47447,52,12-25L,Karnataka,Tier3,Lumpsum,50000,119092,2025-03-24
INV97226,45,25L+,Gujarat,Tier1,SIP,500,120503,2022-07-24
INV49654,47,5-12L,West Bengal,Tier2,Lumpsum,10000,120503,2023-10-20
INV19968,40,12-25L,Maharashtra,Tier2,SIP,2000,118632,2022-08-15
INV63504,40,25L+,Gujarat,Tier2,SIP,50000,118632,2022-08-27
INV29737,54,25L+,Maharashtra,Tier2,Lumpsum,10000,119092,2024-10-03
INV32524,34,12-25L,Karnataka,Tier2,Lumpsum,50000,119551,2025-03-15
INV76164,30,5-12L,UP,Tier2,SIP,10000,118632,2026-03-12
INV25245,63,25L+,Karnataka,Tier1,SIP,1000,120503,2023-12-23
INV84945,40,5-12L,Telangana,Tier2,SIP,5000,119092,2023-02-22
INV14323,39,5-12L,West Bengal,Tier2,SIP,50000,118632,2025-07-10
INV33878,35,5-12L,Telangana,Tier1,SIP,1000,120841,2023-12-11
INV20639,54,12-25L,Karnataka,Tier1,SIP,2000,120503,2024-11-18
INV34746,25,5-12L,Karnataka,Tier1,SIP,25000,119551,2022-09-22
INV23132,33,12-25L,Rajasthan,Tier3,Lumpsum,50000,125497,2025-06-29
INV93626,48,12-25L,Gujarat,Tier3,SIP,50000,120841,2025-07-17
INV42316,33,25L+,Rajasthan,Tier3,Lumpsum,50000,120503,2025-09-22
INV31882,57,25L+,UP,Tier3,SIP,2000,125497,2023-04-02
INV82037,42,25L+,Karnataka,Tier3,Lumpsum,50000,120503,2022-04-10
INV28473,50,25L+,Punjab,Tier2,SIP,50000,125497,2024-10-06
INV26470,33,5-12L,MP,Tier1,SIP,50000,120841,2023-04-02
INV74965,26,5-12L,Gujarat,Tier3,Lumpsum,500,125497,2023-11-22
INV95218,44,25L+,Telangana,Tier2,SIP,10000,125497,2025-06-06
INV38237,49,5-12L,Tamil Nadu,Tier3,Lumpsum,500,120503,2022-09-23
INV67116,26,12-25L,UP,Tier2,Lumpsum,50000,120503,2025-06-30
INV19035,33,12-25L,MP,Tier2,Redemption,2000,125497,2024-06-30
INV72321,48,25L+,MP,Tier1,SIP,50000,120503,2023-01-07
INV93293,48,5-12L,Maharashtra,Tier2,SIP,2000,118632,2024-04-17
INV74982,47,25L+,Tamil Nadu,Tier1,SIP,5000,119092,2026-05-05
INV18534,24,12-25L,MP,Tier3,SIP,50000,119092,2024-12-24
INV13086,27,25L+,Gujarat,Tier1,SIP,1000,118632,2026-02-16
INV52951,23,12-25L,UP,Tier1,SIP,25000,119092,2024-05-12
INV75357,41,5-12L,Rajasthan,Tier2,SIP,500,118632,2024-03-29
INV89766,29,5-12L,West Bengal,Tier3,SIP,5000,120503,2024-06-21
INV96852,39,12-25L,Punjab,Tier3,SIP,2000,120503,2023-11-14
INV11452,42,5-12L,Punjab,Tier2,SIP,10000,120503,2024-03-02
INV48885,27,5-12L,Telangana,Tier3,SIP,50000,118632,2023-08-31
INV39599,25,5-12L,Delhi,Tier2,Lumpsum,5000,119551,2024-03-31
INV60110,64,12-25L,Gujarat,Tier3,SIP,500,119551,2022-12-17
INV84407,32,5-12L,Maharashtra,Tier3,SIP,5000,119551,2026-05-10
INV58508,57,12-25L,Telangana,Tier1,SIP,2000,119551,2024-12-06
INV71619,22,5-12L,UP,Tier1,SIP,500,120503,2024-06-14
INV73597,44,12-25L,Telangana,Tier1,SIP,1000,120841,2023-10-28
INV17250,52,12-25L,Karnataka,Tier1,SIP,50000,118632,2022-07-24
INV45225,47,25L+,Delhi,Tier3,SIP,2000,125497,2024-01-14
INV80937,35,5-12L,Tamil Nadu,Tier1,Lumpsum,2000,125497,2025-05-06
INV98822,37,5-12L,Kerala,Tier3,Lumpsum,500,119551,2026-04-16
INV27110,46,25L+,Maharashtra,Tier3,SIP,50000,120503,2022-10-03
INV89588,60,12-25L,UP,Tier3,SIP,5000,119551,2025-12-21
INV48443,43,12-25L,MP,Tier2,SIP,1000,120503,2024-04-20
INV86315,35,12-25L,Tamil Nadu,Tier3,SIP,500,119551,2024-12-24
INV45666,33,5-12L,Telangana,Tier2,Lumpsum,50000,120841,2025-07-12
INV78104,46,25L+,Kerala,Tier1,SIP,25000,119092,2025-03-03
INV65331,50,5-12L,Punjab,Tier1,SIP,2000,120841,2025-11-09
INV10907,63,5-12L,Gujarat,Tier1,SIP,5000,119551,2025-02-22
INV87291,23,12-25L,Kerala,Tier3,SIP,5000,119092,2022-03-01
INV56219,46,5-12L,Rajasthan,Tier3,SIP,10000,119092,2024-04-05
INV23845,35,12-25L,Tamil Nadu,Tier2,SIP,1000,125497,2025-05-22
INV13615,27,5-12L,Rajasthan,Tier2,SIP,500,120503,2023-03-14
INV90731,37,12-25L,Tamil Nadu,Tier2,SIP,50000,120503,2024-01-20
INV47175,64,5-12L,Delhi,Tier2,Lumpsum,10000,118632,2023-03-10
INV44232,24,12-25L,Punjab,Tier3,SIP,2000,125497,2023-10-26
INV21240,23,12-25L,MP,Tier3,Lumpsum,50000,118632,2022-10-20
INV83016,63,12-25L,Rajasthan,Tier2,Lumpsum,10000,118632,2025-04-24
INV43713,39,5-12L,Rajasthan,Tier3,SIP,10000,119092,2022-01-16
INV48705,42,12-25L,West Bengal,Tier3,Lumpsum,10000,120503,2024-07-26
INV92695,34,12-25L,Rajasthan,Tier2,Lumpsum,1000,120841,2023-11-09
INV21870,60,12-25L,Karnataka,Tier3,SIP,10000,120503,2022-07-23
INV48638,46,25L+,Tamil Nadu,Tier1,SIP,2000,119092,2023-08-06
INV40802,38,25L+,Gujarat,Tier3,SIP,500,118632,2023-09-22
INV34092,47,5-12L,UP,Tier1,SIP,1000,119551,2022-02-26
INV80199,36,12-25L,Rajasthan,Tier1,SIP,10000,120841,2023-06-27
INV10718,41,5-12L,Gujarat,Tier1,Lumpsum,10000,119551,2022-03-07
INV39250,54,25L+,MP,Tier1,SIP,50000,119551,2025-11-14
INV63985,29,25L+,Gujarat,Tier1,SIP,2000,125497,2023-04-17
INV81563,29,12-25L,Rajasthan,Tier1,SIP,10000,119551,2024-04-14
INV91220,31,5-12L,Rajasthan,Tier2,SIP,10000,119092,2026-04-30
INV22440,46,12-25L,Rajasthan,Tier2,Lumpsum,5000,119092,2024-11-16
INV27296,56,5-12L,Karnataka,Tier1,SIP,1000,125497,2026-03-22
INV71015,37,12-25L,Delhi,Tier3,SIP,1000,119551,2025-12-19
INV42260,50,12-25L,Tamil Nadu,Tier1,Redemption,25000,125497,2025-02-14
INV72177,47,5-12L,Telangana,Tier1,Lumpsum,25000,120503,2024-11-19
INV26645,44,25L+,Tamil Nadu,Tier3,SIP,2000,119551,2025-03-11
INV27537,64,25L+,Karnataka,Tier3,Lumpsum,5000,119551,2022-02-17
INV38529,40,12-25L,Punjab,Tier3,SIP,2000,119092,2024-08-29
INV65508,52,12-25L,Tamil Nadu,Tier3,SIP,1000,120503,2024-02-08
INV58802,30,12-25L,Rajasthan,Tier1,Lumpsum,5000,120503,2025-07-07
INV40426,37,25L+,Delhi,Tier3,Lumpsum,500,118632,2024-03-04
INV43598,36,5-12L,Telangana,Tier1,SIP,1000,119551,2023-11-29
INV82611,33,5-12L,Punjab,Tier1,SIP,10000,118632,2025-01-10
INV21281,25,5-12L,UP,Tier3,SIP,10000,119092,2025-02-16
INV19053,44,12-25L,Gujarat,Tier3,Lumpsum,2000,119551,2022-04-16
INV88990,58,25L+,Maharashtra,Tier3,Lumpsum,500,119551,2023-08-23
INV54202,41,5-12L,Gujarat,Tier3,SIP,500,120503,2025-01-07
INV34061,30,25L+,Punjab,Tier1,Lumpsum,500,118632,2025-01-27
INV57321,61,5-12L,Punjab,Tier3,Redemption,25000,120841,2025-09-12
INV38605,56,25L+,Tamil Nadu,Tier1,SIP,25000,118632,2026-03-19
INV40645,52,25L+,Delhi,Tier1,SIP,1000,119092,2024-02-08
INV87453,50,12-25L,Tamil Nadu,Tier1,SIP,1000,120841,2025-07-15
INV31207,37,25L+,Maharashtra,Tier3,SIP,5000,120841,2024-12-13
INV25459,58,5-12L,Karnataka,Tier3,SIP,25000,119092,2022-06-07
INV16726,31,5-12L,Tamil Nadu,Tier3,SIP,1000,119551,2025-12-23
INV38711,31,5-12L,Kerala,Tier3,SIP,5000,118632,2024-12-14
INV15314,56,25L+,Kerala,Tier2,SIP,500,118632,2022-10-14
INV17112,28,25L+,Karnataka,Tier2,SIP,10000,125497,2025-08-31
INV65933,54,25L+,Gujarat,Tier3,SIP,2000,119551,2022-01-18
INV92393,38,25L+,Tamil Nadu,Tier2,SIP,1000,120503,2023-01-29
INV40250,38,5-12L,Telangana,Tier1,SIP,10000,125497,2022-03-21
INV62865,23,5-12L,UP,Tier1,Lumpsum,2000,120503,2022-05-12
INV27781,58,5-12L,Tamil Nadu,Tier3,Lumpsum,2000,119092,2025-09-02
INV70834,44,25L+,Maharashtra,Tier1,Lumpsum,10000,120841,2023-02-24
INV39883,29,25L+,UP,Tier2,SIP,25000,119092,2023-01-19
INV69036,59,25L+,MP,Tier1,SIP,10000,118632,2023-01-07
INV56607,48,25L+,Punjab,Tier2,SIP,5000,119551,2025-11-16
INV96853,38,25L+,MP,Tier3,SIP,5000,125497,2022-07-19
INV94602,33,5-12L,Kerala,Tier2,SIP,25000,118632,2024-04-14
INV50919,25,5-12L,Punjab,Tier3,SIP,500,125497,2023-10-20
INV95580,47,25L+,Gujarat,Tier3,Lumpsum,50000,119551,2026-03-15
INV98809,44,5-12L,Delhi,Tier1,SIP,50000,120841,2026-01-23
INV33125,26,25L+,Punjab,Tier3,SIP,25000,125497,2025-06-06
INV17679,25,12-25L,Gujarat,Tier2,Redemption,2000,120841,2024-01-27
INV57508,24,25L+,Delhi,Tier1,Lumpsum,25000,125497,2026-01-23
INV47976,28,5-12L,Telangana,Tier3,Lumpsum,2000,120503,2025-08-12
INV36230,33,12-25L,West Bengal,Tier1,SIP,2000,119092,2023-04-10
INV71579,36,5-12L,Delhi,Tier3,SIP,2000,119092,2024-08-18
INV99560,61,5-12L,Gujarat,Tier2,Redemption,10000,119092,2024-01-17
INV38505,55,25L+,Kerala,Tier2,SIP,25000,125497,2022-11-05
INV30647,34,5-12L,Telangana,Tier2,SIP,10000,119551,2023-12-20
INV33972,40,12-25L,Telangana,Tier1,SIP,1000,119092,2024-08-12
INV82335,25,25L+,Telangana,Tier3,SIP,5000,119092,2025-07-07
INV85956,29,25L+,Tamil Nadu,Tier2,Lumpsum,50000,119551,2023-02-25
INV14500,52,25L+,UP,Tier1,Lumpsum,10000,119092,2022-03-13
INV90969,48,12-25L,Gujarat,Tier3,SIP,5000,119551,2026-02-14
INV82136,47,25L+,MP,Tier2,SIP,1000,125497,2025-06-13
INV30123,32,25L+,Kerala,Tier1,Lumpsum,10000,120841,2022-06-17
INV14239,39,5-12L,Gujarat,Tier1,SIP,50000,118632,2025-04-12
INV82864,49,12-25L,MP,Tier1,Lumpsum,50000,120841,2023-02-08
INV68655,57,5-12L,West Bengal,Tier3,SIP,10000,118632,2025-07-29
INV30293,41,12-25L,Punjab,Tier3,SIP,2000,118632,2022-06-14
INV30539,25,5-12L,Kerala,Tier1,SIP,25000,119092,2024-08-14
INV77748,55,25L+,Rajasthan,Tier1,Lumpsum,5000,118632,2022-03-23
INV99135,49,12-25L,UP,Tier2,SIP,10000,120503,2022-09-17
INV38390,63,5-12L,MP,Tier2,Lumpsum,50000,120503,2022-04-14
INV42063,49,5-12L,Gujarat,Tier1,SIP,2000,120503,2022-10-17
INV17215,27,12-25L,Karnataka,Tier1,Redemption,10000,120503,2023-09-01
INV14478,26,25L+,Tamil Nadu,Tier1,SIP,25000,120503,2024-11-26
INV19777,30,25L+,Punjab,Tier1,SIP,10000,119551,2026-01-31
INV96476,44,12-25L,Tamil Nadu,Tier1,SIP,5000,120841,2026-01-07
INV51573,35,25L+,MP,Tier2,SIP,25000,118632,2022-10-22
INV16224,25,25L+,MP,Tier2,Redemption,5000,119092,2024-04-06
INV50475,47,25L+,Kerala,Tier2,SIP,25000,119551,2025-08-17
INV32996,34,12-25L,West Bengal,Tier2,Redemption,1000,125497,2026-02-04
INV84172,59,12-25L,Gujarat,Tier2,SIP,25000,120841,2023-09-16
INV69735,56,12-25L,Maharashtra,Tier3,SIP,500,119551,2025-05-24
INV63792,38,5-12L,Telangana,Tier1,SIP,50000,119551,2025-08-21
INV86095,47,25L+,UP,Tier3,SIP,500,120503,2025-06-24
INV79111,45,25L+,Tamil Nadu,Tier1,Lumpsum,1000,118632,2023-11-24
INV54710,26,12-25L,Kerala,Tier1,Lumpsum,1000,119551,2022-01-21
INV74726,33,25L+,Gujarat,Tier3,Lumpsum,50000,119092,2023-05-08
INV92604,55,5-12L,Punjab,Tier3,SIP,5000,119551,2024-03-26
INV53522,29,12-25L,Punjab,Tier3,Lumpsum,25000,120841,2025-07-29
INV81316,55,12-25L,Punjab,Tier2,SIP,50000,119092,2025-08-17
INV61970,56,25L+,Delhi,Tier1,Lumpsum,5000,119092,2022-06-15
INV37883,44,25L+,Maharashtra,Tier2,SIP,1000,119551,2023-05-07
INV47088,55,5-12L,Rajasthan,Tier2,SIP,1000,120503,2023-02-12
INV77704,44,5-12L,Punjab,Tier2,SIP,10000,125497,2024-01-17
INV89579,63,25L+,MP,Tier3,SIP,25000,118632,2022-02-05
INV26146,41,12-25L,Gujarat,Tier3,SIP,10000,119551,2026-01-17
INV30691,53,25L+,Kerala,Tier3,SIP,50000,120503,2024-11-25
INV23008,58,12-25L,Tamil Nadu,Tier1,SIP,500,125497,2023-12-01
INV12099,48,12-25L,Delhi,Tier2,SIP,5000,119551,2025-08-12
INV39806,31,25L+,Punjab,Tier1,SIP,50000,119092,2024-06-02
INV95941,22,12-25L,Telangana,Tier1,SIP,50000,120503,2025-09-11
INV96316,28,12-25L,MP,Tier1,SIP,5000,119551,2026-02-15
INV42249,48,25L+,Maharashtra,Tier3,SIP,25000,118632,2026-01-17
INV90222,29,12-25L,UP,Tier3,SIP,5000,125497,2024-05-03
INV23474,40,12-25L,Telangana,Tier3,Lumpsum,1000,119551,2022-03-01
INV93343,58,25L+,Telangana,Tier1,SIP,25000,120503,2025-09-21
INV29878,51,5-12L,Kerala,Tier1,Lumpsum,500,119551,2024-09-24
INV40435,64,12-25L,UP,Tier1,Lumpsum,1000,120503,2023-06-06
INV32161,52,12-25L,Delhi,Tier1,SIP,50000,120841,2023-05-27
INV15333,57,25L+,Maharashtra,Tier2,Lumpsum,500,119092,2023-06-02
INV74321,29,5-12L,Rajasthan,Tier3,Redemption,1000,120503,2025-08-05
INV71645,60,12-25L,MP,Tier3,SIP,50000,119092,2024-12-13
INV18132,61,25L+,Telangana,Tier1,Lumpsum,50000,120503,2022-04-24
INV76821,43,5-12L,Delhi,Tier3,Redemption,50000,118632,2024-06-25
INV42512,24,5-12L,Gujarat,Tier2,SIP,1000,118632,2026-04-25
INV26876,36,12-25L,Telangana,Tier2,Lumpsum,25000,125497,2022-08-28
INV64817,32,5-12L,Tamil Nadu,Tier1,SIP,2000,120841,2024-05-13
INV79313,53,5-12L,Delhi,Tier3,SIP,10000,120503,2022-06-08
INV94268,32,25L+,Tamil Nadu,Tier2,SIP,5000,118632,2023-04-28
INV87904,27,12-25L,Delhi,Tier2,Lumpsum,500,119092,2025-01-23
INV13363,50,5-12L,Rajasthan,Tier2,SIP,2000,120503,2024-08-16
INV10705,53,5-12L,Punjab,Tier3,SIP,25000,119092,2025-08-12
INV61117,54,12-25L,Kerala,Tier3,SIP,500,125497,2024-07-16
INV54439,39,12-25L,Gujarat,Tier3,SIP,25000,119092,2024-04-22
INV91602,24,25L+,UP,Tier1,SIP,10000,120503,2023-01-18
INV83625,45,5-12L,MP,Tier1,SIP,500,119551,2022-04-04
INV98793,35,25L+,Telangana,Tier3,SIP,2000,120503,2026-02-05
INV87345,36,5-12L,West Bengal,Tier3,SIP,50000,120841,2022-09-30
INV34693,28,12-25L,MP,Tier1,SIP,50000,120841,2024-09-24
INV59170,29,12-25L,Tamil Nadu,Tier2,SIP,50000,119551,2022-11-30
INV28827,44,25L+,MP,Tier1,SIP,25000,119551,2025-07-25
INV51940,55,5-12L,Kerala,Tier2,SIP,10000,119551,2025-12-20
INV28769,37,12-25L,UP,Tier1,Redemption,50000,120503,2023-11-06
INV61333,47,5-12L,MP,Tier3,SIP,5000,125497,2022-04-14
INV43685,31,5-12L,Delhi,Tier1,Lumpsum,2000,119092,2022-09-24
INV24733,25,5-12L,Rajasthan,Tier1,Redemption,500,120503,2023-02-14
INV84828,57,25L+,Gujarat,Tier1,SIP,50000,119092,2026-03-21
INV15224,42,25L+,Telangana,Tier1,SIP,500,125497,2023-03-10
INV56107,56,12-25L,West Bengal,Tier3,SIP,10000,125497,2022-07-06
INV84657,51,12-25L,UP,Tier1,Redemption,2000,120503,2022-07-09
INV35497,49,12-25L,Maharashtra,Tier2,SIP,10000,118632,2025-03-09
INV48486,54,25L+,Karnataka,Tier3,SIP,1000,120841,2024-08-30
INV51256,33,12-25L,West Bengal,Tier2,SIP,5000,125497,2023-07-17
INV15603,61,5-12L,Kerala,Tier1,Redemption,2000,125497,2025-06-22
INV69092,31,25L+,West Bengal,Tier2,Lumpsum,2000,120841,2025-12-01
INV40142,48,25L+,Rajasthan,Tier1,SIP,25000,125497,2024-01-24
INV81112,46,5-12L,Punjab,Tier2,SIP,10000,119551,2022-08-13
INV48330,39,5-12L,Rajasthan,Tier2,SIP,2000,125497,2025-12-03
INV56309,59,25L+,UP,Tier2,SIP,25000,120503,2024-08-23
INV14869,33,25L+,UP,Tier3,SIP,10000,125497,2025-04-30
INV49922,33,12-25L,Maharashtra,Tier2,SIP,50000,120503,2023-02-08
INV29812,42,12-25L,Tamil Nadu,Tier1,SIP,25000,120841,2026-05-06
INV86313,33,25L+,Gujarat,Tier1,SIP,5000,125497,2022-01-07
INV85650,32,12-25L,Maharashtra,Tier3,Lumpsum,25000,119551,2023-10-24
INV97326,44,5-12L,Rajasthan,Tier3,SIP,500,125497,2026-03-15
INV61312,30,5-12L,Karnataka,Tier2,SIP,1000,120841,2025-10-21
INV19461,37,5-12L,Gujarat,Tier3,Lumpsum,2000,119551,2024-01-21
INV83189,36,25L+,Tamil Nadu,Tier3,Redemption,500,125497,2024-02-18
INV95411,25,5-12L,MP,Tier1,SIP,50000,119551,2023-05-21
INV57668,63,25L+,Maharashtra,Tier2,SIP,2000,118632,2025-05-17
INV31397,37,5-12L,Gujarat,Tier3,Lumpsum,25000,118632,2022-05-30
INV69236,28,5-12L,Rajasthan,Tier3,SIP,2000,119551,2022-10-06
INV30747,56,12-25L,Delhi,Tier3,SIP,2000,120841,2022-12-05
INV48759,47,12-25L,West Bengal,Tier3,SIP,25000,118632,2023-11-16
INV55548,56,25L+,Maharashtra,Tier1,SIP,10000,120841,2022-12-20
INV32937,49,25L+,Kerala,Tier3,SIP,2000,119551,2023-12-04
INV37153,38,25L+,Delhi,Tier3,SIP,1000,119092,2025-05-23
INV13153,35,25L+,West Bengal,Tier1,SIP,1000,120503,2024-07-28
INV51942,47,5-12L,West Bengal,Tier1,SIP,10000,120503,2022-11-17
INV70967,24,12-25L,Delhi,Tier2,SIP,5000,125497,2024-02-11
INV35499,23,25L+,UP,Tier1,Redemption,2000,120503,2025-11-03
INV40770,62,25L+,Rajasthan,Tier2,SIP,50000,125497,2024-05-01
INV32301,53,12-25L,UP,Tier1,SIP,1000,119092,2026-04-03
INV70914,44,25L+,Tamil Nadu,Tier3,SIP,500,120841,2025-05-28
INV47777,42,5-12L,Tamil Nadu,Tier1,SIP,50000,119092,2025-06-27
INV37380,56,5-12L,Telangana,Tier1,Lumpsum,50000,119092,2022-07-20
INV79728,36,25L+,Kerala,Tier3,SIP,10000,125497,2025-10-11
INV14297,49,12-25L,Gujarat,Tier3,Lumpsum,1000,120841,2025-09-16
INV84412,61,25L+,Punjab,Tier3,SIP,1000,120503,2023-06-09
INV36808,33,12-25L,Punjab,Tier3,SIP,500,119092,2025-10-17
INV39823,55,12-25L,Delhi,Tier2,SIP,500,120841,2024-08-07
INV70441,58,12-25L,West Bengal,Tier1,Lumpsum,1000,125497,2023-10-05
INV79517,57,12-25L,Maharashtra,Tier2,SIP,2000,120503,2024-07-29
INV38159,37,25L+,Gujarat,Tier1,SIP,25000,119092,2023-01-17
INV10629,26,25L+,Delhi,Tier2,SIP,5000,125497,2022-04-28
INV92336,64,12-25L,UP,Tier3,Lumpsum,25000,125497,2022-09-22
INV86152,44,25L+,West Bengal,Tier1,SIP,1000,120841,2023-02-26
INV72579,33,25L+,Delhi,Tier2,SIP,1000,118632,2023-04-17
INV26470,55,5-12L,Maharashtra,Tier2,Lumpsum,10000,125497,2023-12-01
INV91621,35,25L+,Delhi,Tier1,SIP,2000,120841,2024-07-18
INV96559,48,25L+,Gujarat,Tier1,Redemption,50000,120841,2023-04-22
INV59104,53,25L+,Karnataka,Tier3,Lumpsum,25000,119551,2023-07-25
INV27958,38,5-12L,Rajasthan,Tier2,SIP,1000,119092,2025-11-21
INV33860,41,25L+,Tamil Nadu,Tier3,SIP,5000,125497,2024-04-21
INV37909,23,25L+,Telangana,Tier1,SIP,500,120841,2023-10-26
INV76760,58,25L+,MP,Tier1,Lumpsum,25000,118632,2022-12-17
INV64585,52,25L+,Telangana,Tier3,Lumpsum,25000,119092,2022-09-19
INV26892,33,12-25L,Punjab,Tier3,SIP,1000,118632,2026-04-13
INV47445,63,12-25L,Gujarat,Tier3,SIP,500,119092,2022-02-11
INV91457,28,12-25L,Tamil Nadu,Tier3,SIP,25000,119551,2022-01-14
INV28255,49,12-25L,Maharashtra,Tier3,SIP,50000,120503,2023-01-16
INV16547,39,5-12L,Karnataka,Tier3,Redemption,500,120503,2025-10-13
INV55638,61,25L+,Telangana,Tier2,Redemption,500,120841,2025-02-08
INV54501,39,12-25L,Telangana,Tier1,SIP,5000,125497,2025-08-11
INV49013,62,12-25L,Punjab,Tier1,SIP,50000,119092,2023-06-26
INV96105,50,25L+,West Bengal,Tier3,SIP,500,120503,2023-10-30
INV65292,37,25L+,Telangana,Tier2,SIP,50000,119092,2025-06-25
INV62526,29,5-12L,West Bengal,Tier1,Redemption,25000,118632,2023-05-09
INV13720,57,12-25L,MP,Tier1,SIP,1000,120503,2025-05-26
INV95857,22,12-25L,Rajasthan,Tier1,SIP,2000,125497,2023-11-01
INV39317,30,5-12L,Gujarat,Tier3,SIP,50000,119092,2024-02-03
INV13153,52,5-12L,Tamil Nadu,Tier1,SIP,500,119092,2022-01-19
INV27046,28,5-12L,Telangana,Tier1,SIP,50000,119551,2023-09-05
INV58566,51,12-25L,Punjab,Tier3,Lumpsum,1000,119092,2026-04-06
INV18729,25,12-25L,Tamil Nadu,Tier3,SIP,25000,120503,2023-03-31
INV45621,58,25L+,Telangana,Tier1,SIP,10000,120503,2024-03-14
INV40225,54,12-25L,MP,Tier3,SIP,25000,118632,2025-05-30
INV87584,54,25L+,UP,Tier1,SIP,2000,120503,2024-02-29
INV41597,28,5-12L,Tamil Nadu,Tier1,SIP,500,125497,2024-06-24
INV92726,52,5-12L,Rajasthan,Tier2,SIP,25000,120841,2025-07-02
INV33161,54,25L+,Telangana,Tier2,SIP,25000,120503,2024-06-30
INV78512,55,5-12L,Karnataka,Tier1,SIP,1000,119092,2023-10-25
INV50564,61,25L+,Punjab,Tier3,SIP,500,118632,2025-05-05
INV14587,50,25L+,West Bengal,Tier2,Redemption,500,120503,2023-10-27
INV56582,28,5-12L,Karnataka,Tier1,SIP,25000,125497,2023-02-07
INV94231,44,5-12L,Kerala,Tier2,SIP,5000,119092,2023-05-08
INV41896,29,5-12L,MP,Tier1,SIP,1000,120503,2022-08-17
INV33217,29,25L+,UP,Tier1,SIP,50000,125497,2022-08-22
INV34345,40,25L+,MP,Tier3,Redemption,50000,118632,2022-07-23
INV99413,52,25L+,Rajasthan,Tier3,SIP,500,120841,2025-01-20
INV32327,50,5-12L,Tamil Nadu,Tier2,SIP,2000,119551,2022-08-10
INV49293,28,25L+,Telangana,Tier3,SIP,1000,118632,2022-10-24
INV75001,25,5-12L,Delhi,Tier2,Lumpsum,25000,120503,2022-04-25
INV95802,46,25L+,Karnataka,Tier2,Lumpsum,1000,120841,2026-04-05
INV33621,33,25L+,Punjab,Tier1,Lumpsum,2000,125497,2024-07-01
INV44736,45,25L+,Punjab,Tier3,Redemption,10000,118632,2023-08-04
INV87047,63,12-25L,Punjab,Tier2,SIP,5000,120841,2025-12-14
INV81356,47,5-12L,Gujarat,Tier1,SIP,500,125497,2022-12-14
INV15957,27,12-25L,Telangana,Tier3,SIP,2000,125497,2023-06-08
INV67333,28,5-12L,Rajasthan,Tier2,Redemption,2000,125497,2024-08-31
INV78961,54,5-12L,Gujarat,Tier3,Lumpsum,25000,125497,2026-05-05
INV85153,50,5-12L,MP,Tier3,Redemption,50000,125497,2024-07-06
INV79183,31,25L+,Rajasthan,Tier1,Redemption,50000,120841,2026-02-22
INV39001,40,25L+,Punjab,Tier1,Lumpsum,5000,119092,2023-11-22
INV90259,35,25L+,UP,Tier1,SIP,2000,119092,2024-12-20
INV47196,30,25L+,Telangana,Tier1,SIP,500,119092,2023-01-08
