scheme_code,scheme_name,nav,nav_date
151179,Axis Long Duration Fund - Direct Plan - Growth,1230.5578,01-Jun-2026
151202,Axis Long Duration Fund - Direct Plan - Monthly IDCW,1009.2772,01-Jun-2026
151204,Axis Long Duration Fund - Direct Plan - Quarterly IDCW,1195.8426,01-Jun-2026
151176,Axis Long Duration Fund - Direct Plan -Daily IDCW,990.6094,01-Jun-2026
151206,Axis Long Duration Fund - Regular Plan - Annual IDCW,1201.4731,01-Jun-2026
151177,Axis Long Duration Fund - Regular Plan - Daily IDCW,987.7204,01-Jun-2026
151178,Axis Long Duration Fund - Regular Plan - Growth,1212.3222,01-Jun-2026
151201,Axis Long Duration Fund - Regular Plan - Monthly IDCW,1009.4527,01-Jun-2026
151203,Axis Long Duration Fund - Regular Plan - Quarterly IDCW,1177.6205,01-Jun-2026
152520,Bandhan Long Duration Fund - Direct Plan - Growth,11.0825,01-Jun-2026
152519,Bandhan Long Duration Fund - Direct Plan - IDCW,10.2116,01-Jun-2026
152518,Bandhan Long Duration Fund - Regular Plan - Growth,10.9833,01-Jun-2026
152517,Bandhan Long Duration Fund - Regular Plan - IDCW,10.0286,01-Jun-2026
153102,Franklin India Long Duration Fund - Direct - Growth,10.6238,01-Jun-2026
153103,Franklin India Long Duration Fund - Direct - IDCW,10.3378,01-Jun-2026
153104,Franklin India Long Duration Fund - Growth,10.5473,01-Jun-2026
153101,Franklin India Long Duration Fund - IDCW,10.3027,01-Jun-2026
151314,HDFC Long Duration Debt Fund - Growth Option,12.0682,01-Jun-2026
151313,HDFC Long Duration Debt Fund - Growth Option - Direct Plan,12.2102,01-Jun-2026
151311,HDFC Long Duration Debt Fund - IDCW Option,10.4571,01-Jun-2026
151312,HDFC Long Duration Debt Fund - IDCW Option - Direct Plan,10.2315,01-Jun-2026
131623,ICICI Prudential Long Term Bond Fund - Annual IDCW,10.4720,16-Sep-2022
122673,ICICI Prudential Long Term Bond Fund - Bonus,68.2598,24-Apr-2020
120743,ICICI Prudential Long Term Bond Fund - Direct Plan - Growth,98.6001,01-Jun-2026
120748,ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly IDCW,11.9879,16-Sep-2022
120747,ICICI Prudential Long Term Bond Fund - Direct Plan - Quarterly IDCW,12.6133,01-Jun-2026
100365,ICICI Prudential Long Term Bond Fund - Growth,89.6795,01-Jun-2026
100364,ICICI Prudential Long Term Bond Fund - Half Yearly IDCW,11.1771,16-Sep-2022
100367,ICICI Prudential Long Term Bond Fund - Quarterly IDCW,12.2574,01-Jun-2026
131622,ICICI Prudential Long Term Bond Fund Direct Plan - Annual IDCW,11.5873,16-Sep-2022
100366,ICICI Prudential Long Term Bond Fund-Institutional Quarterly Dividend,11.7562,24-Apr-2020
101642,ICICI Prudential Long Term Bond Fund - Institutional Dividend Halfyearly,10.8508,24-Apr-2020
101643,ICICI Prudential Long Term Bond Fund-Institutional Option-Growth,73.5439,24-Apr-2020
152491,Kotak Long Duration Fund - Direct Plan - Growth,10.9143,01-Jun-2026
152492,Kotak Long Duration Fund - Direct Plan - IDCW,10.9146,01-Jun-2026
152489,Kotak Long Duration Fund - Regular Plan - Growth,10.8436,01-Jun-2026
152490,Kotak Long Duration Fund - Regular Plan - IDCW,10.8438,01-Jun-2026
153105,Mirae Asset Long Duration Fund - Direct Plan - Growth,10.2547,01-Jun-2026
153106,Mirae Asset Long Duration Fund - Direct Plan - IDCW,10.2481,01-Jun-2026
153107,Mirae Asset Long Duration Fund - Regular Plan - Growth,10.1772,01-Jun-2026
153108,Mirae Asset Long Duration Fund - Regular Plan - IDCW,10.1772,01-Jun-2026
143709,NIPPON INDIA NIVESH LAKSHYA LONG DURATION  FUND - DIRECT Plan - QUARTERLY IDCW Option,11.4700,01-Jun-2026
143703,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - ANNUAL IDCW Option,11.6484,01-Jun-2026
143711,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - ANNUAL IDCW Option,11.6638,01-Jun-2026
143701,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - HALF YEARLY IDCW Option,12.1271,01-Jun-2026
143707,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - IDCW Option,18.1414,01-Jun-2026
143705,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - MONTHLY IDCW Option,11.5178,01-Jun-2026
143706,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - IDCW Option,17.6926,01-Jun-2026
143712,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - MONTHLY IDCW Option,11.4675,01-Jun-2026
143708,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - QUARTERLY IDCW Option,11.4542,01-Jun-2026
143710,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND LONG DURATION - HALF YEARLY IDCW Option,12.0870,01-Jun-2026
143704,Nippon India Nivesh Lakshya Long Duration Fund- Direct Plan- Growth Option,18.1412,01-Jun-2026
143702,Nippon India Nivesh Lakshya Long Duration Fund- Growth Option,17.6937,01-Jun-2026
151214,SBI Long Duration Fund - Direct Plan - Growth,12.4663,01-Jun-2026
151215,SBI Long Duration Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.4667,01-Jun-2026
151212,SBI Long Duration Fund - Regular Plan - Growth,12.2902,01-Jun-2026
151213,SBI Long Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.2904,01-Jun-2026
151525,UTI Long Duration Fund - Direct Plan - Annual IDCW Option,11.1178,01-Jun-2026
151526,UTI Long Duration Fund - Direct Plan - Flexi IDCW Option,11.9063,01-Jun-2026
151523,UTI Long Duration Fund - Direct Plan - Growth Option,12.059,01-Jun-2026
151530,UTI Long Duration Fund - Direct Plan - Half Yearly IDCW Option,12.059,01-Jun-2026
151524,UTI Long duration Fund - Direct Plan - Quarterly IDCW Option,12.059,01-Jun-2026
151531,UTI Long Duration Fund - Regular Plan - Annual IDCW Option,10.778,01-Jun-2026
151532,UTI Long Duration Fund - Regular Plan - Flexi IDCW Option,11.7047,01-Jun-2026
151527,UTI Long Duration Fund - Regular Plan - Growth Option,11.7046,01-Jun-2026
151529,UTI Long Duration Fund - Regular Plan - Half Yearly IDCW Option,11.7047,01-Jun-2026
151528,UTI Long Duration Fund - Regular Plan - Quarterly IDCW Option,11.7046,01-Jun-2026
119523,Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,766.4317,01-Jun-2026
103192,Aditya Birla Sun Life Low Duration Fund - Growth Plan,686.802,01-Jun-2026
103195,Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth,481.5642,01-Jun-2026
119524,Aditya Birla Sun Life Low Duration Fund -Direct - daily IDCW,100.0001,01-Jun-2026
119522,Aditya Birla Sun Life Low Duration Fund -Direct - weekly IDCW,100.9475,01-Jun-2026
103191,Aditya Birla Sun Life Low Duration Fund -INSTITUTIONAL - DAILY IDCW,100.,01-Jun-2026
103194,Aditya Birla Sun Life Low Duration Fund -Institutional - weekly  IDCW,99.9054,30-Apr-2020
113307,Aditya Birla Sun Life Low Duration Fund -Regular - DAILY IDCW,100.0001,01-Jun-2026
103193,Aditya Birla Sun Life Low Duration Fund -REGULAR - WEEKLY IDCW,100.8235,01-Jun-2026
128961,Axis Treasury Advantage Fund - Direct Plan - Bonus Option,1847.5931,10-Apr-2017
120515,Axis Treasury Advantage Fund - Direct Plan - Daily IDCW,1012.4737,01-Jun-2026
120513,Axis Treasury Advantage Fund - Direct Plan - Growth Option,3423.2681,01-Jun-2026
120516,Axis Treasury Advantage Fund - Direct Plan - Monthly IDCW,1011.3191,01-Jun-2026
120514,Axis Treasury Advantage Fund - Direct Plan - Weekly IDCW,1011.6343,01-Jun-2026
112215,Axis Treasury Advantage Fund - Regular Plan - Daily IDCW,1013.2484,01-Jun-2026
112214,Axis Treasury Advantage Fund - Regular Plan - Growth Option,3255.2013,01-Jun-2026
112217,Axis Treasury Advantage Fund - Regular Plan - Monthly IDCW,1011.2485,01-Jun-2026
112216,Axis Treasury Advantage Fund - Regular Plan - Weekly IDCW,1011.6337,01-Jun-2026
112720,Axis Treasury Advantage Fund - Retail Plan - Daily IDCW,1012.4736,01-Jun-2026
112717,Axis Treasury Advantage Fund - Retail Plan - Growth Option,3051.9334,01-Jun-2026
112718,Axis Treasury Advantage Fund - Retail Plan - Monthly IDCW,1011.2496,01-Jun-2026
112719,Axis Treasury Advantage Fund - Retail Plan - Weekly IDCW,1011.6337,01-Jun-2026
154204,Bajaj Finserv Low Duration Fund - Direct - Growth,1013.1350,01-Jun-2026
154202,Bajaj Finserv Low Duration Fund - Direct - IDCW,1013.1350,01-Jun-2026
154203,Bajaj Finserv Low Duration Fund - Regular - Growth,1010.9310,01-Jun-2026
154201,Bajaj Finserv Low Duration Fund - Regular - IDCW,1010.9310,01-Jun-2026
108633,BANDHAN Low Duration Fund - Regular Plan - Daily IDCW,10.1015,01-Jun-2026
108632,BANDHAN Low Duration Fund - Regular Plan - Growth,40.4860,01-Jun-2026
108635,BANDHAN Low Duration Fund - Regular Plan - Monthly IDCW,10.1179,01-Jun-2026
116020,BANDHAN Low Duration Fund - Regular Plan - Periodic IDCW,13.4433,01-Jun-2026
116413,BANDHAN Low Duration Fund - Regular Plan - Quarterly IDCW,11.2223,01-Jun-2026
108634,BANDHAN Low Duration Fund - Regular Plan - Weekly IDCW,10.1117,01-Jun-2026
118368,BANDHAN Low Duration Fund-Direct Plan-Daily IDCW,10.1111,01-Jun-2026
118371,BANDHAN Low Duration Fund-Direct Plan-Growth,41.5900,01-Jun-2026
118372,BANDHAN Low Duration Fund-Direct Plan-Monthly IDCW,10.1316,01-Jun-2026
118370,BANDHAN Low Duration Fund-Direct Plan-Periodic IDCW,13.6235,01-Jun-2026
118369,BANDHAN Low Duration Fund-Direct Plan-Quarterly IDCW,11.1687,01-Jun-2026
118373,BANDHAN Low Duration Fund-Direct Plan-Weekly IDCW,10.1020,01-Jun-2026
150168,BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Daily IDCW Option,10.0943,01-Jun-2026
150169,BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Growth Option,46.2994,01-Jun-2026
150170,BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Monthly IDCW Option,10.3419,01-Jun-2026
150171,BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Weekly IDCW Option,10.0197,01-Jun-2026
150164,BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - DAILY IDCW OPTION,10.0604,01-Jun-2026
150165,BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - GROWTH OPTION,41.9894,01-Jun-2026
150167,BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - MONTHLY IDCW OPTION,10.1913,01-Jun-2026
150166,BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - WEEKLY IDCW OPTION,10.0156,01-Jun-2026
150163,BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan- Daily IDCW Option,10.0499,01-Jun-2026
150160,BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Growth Option,42.0623,01-Jun-2026
150162,BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Monthly IDCW Option,10.4175,01-Jun-2026
150161,BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Weekly IDCW Option,10.0156,01-Jun-2026
118293,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - DAILY IDCW (Reinvestment),10.2600,01-Jun-2026
118291,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION,45.6415,01-Jun-2026
118292,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),40.7747,01-Jun-2026
118295,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),10.2775,01-Jun-2026
118294,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment),10.2703,01-Jun-2026
104559,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),10.2600,01-Jun-2026
102913,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - GROWTH OPTION,44.3032,01-Jun-2026
102914,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),39.6864,01-Jun-2026
113144,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),10.2771,01-Jun-2026
102915,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),10.2689,01-Jun-2026
133925,DSP Low Duration Fund - Direct Plan - Growth,21.535,01-Jun-2026
133922,DSP Low Duration Fund - Direct Plan - IDCW - Daily,10.1268,01-Jun-2026
133928,DSP Low Duration Fund - Direct Plan - IDCW - Monthly,11.8184,01-Jun-2026
133924,DSP Low Duration Fund - Direct Plan - IDCW - Quarterly,10.9463,01-Jun-2026
133923,DSP Low Duration Fund - Direct Plan - IDCW - Weekly,10.1301,01-Jun-2026
133926,DSP Low Duration Fund - Regular Plan - Growth,20.7923,01-Jun-2026
133919,DSP Low Duration Fund - Regular Plan - IDCW - Daily,10.1812,01-Jun-2026
133920,DSP Low Duration Fund - Regular Plan - IDCW - Monthly,10.6682,01-Jun-2026
133921,DSP Low Duration Fund - Regular Plan - IDCW - Quarterly,10.9059,01-Jun-2026
133927,DSP Low Duration Fund - Regular Plan - IDCW - Weekly,10.1279,01-Jun-2026
153416,Edelweiss Low Duration Fund - Direct Plan Growth,1080.7981,01-Jun-2026
153418,Edelweiss Low Duration Fund - Direct Plan IDCW Payout,1080.7676,01-Jun-2026
153419,Edelweiss Low Duration Fund - Regular Plan Growth,1070.7465,01-Jun-2026
153417,Edelweiss Low Duration Fund - Regular Plan IDCW Payout,1070.7459,01-Jun-2026
153368,Franklin India Low Duration Fund-Direct-Growth,10.9161,01-Jun-2026
153369,Franklin India Low Duration Fund-Direct-IDCW,10.5836,01-Jun-2026
153371,Franklin India Low Duration Fund-Growth,10.8434,01-Jun-2026
153370,Franklin India Low Duration Fund-IDCW,10.5264,01-Jun-2026
118530,Franklin India Low Duration Fund - Direct - Growth,28.6858,07-Aug-2022
118528,Franklin India Low Duration Fund - Direct - Monthly - IDCW,13.3317,07-Aug-2022
118529,Franklin India Low Duration Fund - Direct - Quarterly - IDCW,13.1009,07-Aug-2022
113135,Franklin India Low Duration Fund - Growth Plan,32.6071,07-Aug-2022
100503,Franklin India Low Duration Fund - Monthly - IDCW,15.0351,07-Aug-2022
100504,Franklin India Low Duration Fund - Quarterly - IDCW,14.7667,07-Aug-2022
147993,Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Plan,0.0000,20-Jul-2020
147989,Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,0.0000,20-Jul-2020
147991,Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Monthly Dividend Plan,0.0000,20-Jul-2020
147994,Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,0.0000,20-Jul-2020
147990,Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Plan,0.0000,20-Jul-2020
147992,Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Quarterly Dividend Plan,0.0000,20-Jul-2020
147995,Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Monthly - IDCW,0.0000,11-Sep-2023
147997,Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Quarterly - IDCW,0.0000,11-Sep-2023
147999,Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct- Growth Plan,0.0000,11-Sep-2023
148000,Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,0.0000,11-Sep-2023
147996,Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Monthly - IDCW,0.0000,11-Sep-2023
147998,Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Quarterly - IDCW,0.0000,11-Sep-2023
105548,HDFC Low Duration  Fund - Daily IDCW,10.1428,01-Jun-2026
118945,HDFC Low Duration  Fund - Direct Plan - Daily IDCW,10.0655,01-Jun-2026
118942,HDFC Low Duration  Fund - Direct Plan - Growth,66.0679,01-Jun-2026
118943,HDFC Low Duration  Fund - Direct Plan - Monthly IDCW,10.1626,01-Jun-2026
118944,HDFC Low Duration  Fund - Direct Plan - Weekly IDCW,10.0662,01-Jun-2026
102452,HDFC Low Duration  Fund - Growth,60.5862,01-Jun-2026
105543,HDFC Low Duration  Fund - Monthly IDCW,10.1563,01-Jun-2026
102453,HDFC Low Duration  Fund - Weekly IDCW,10.0629,01-Jun-2026
105547,HDFC Low Duration Fund- Wholesale Daily Dividend,10.1574,10-May-2019
105546,HDFC Low Duration Fund- Wholesale Monthly Dividend,10.1856,10-May-2019
105545,HDFC Low Duration Fund- Wholesale Weekly Dividend,10.1734,10-May-2019
105544,HDFC Low Duration Fund- Wholesale- Growth,41.8371,10-May-2019
151118,HSBC Low Duration Fund - Direct Annual IDCW,10.3925,01-Jun-2026
151117,HSBC Low Duration Fund - Direct Growth,31.9362,01-Jun-2026
151116,HSBC Low Duration Fund - Direct Monthly IDCW,11.0709,01-Jun-2026
151119,HSBC Low Duration Fund - Regular Annual IDCW,10.2146,01-Jun-2026
151114,HSBC Low Duration Fund - Regular Growth,30.147,01-Jun-2026
151115,HSBC Low Duration Fund - Regular Monthly IDCW,10.3585,01-Jun-2026
130900,ICICI Prudential Savings Fund - Bonus,154.9446,24-Apr-2020
101618,ICICI Prudential Savings Fund - Daily IDCW,105.7358,01-Jun-2026
120397,ICICI Prudential Savings Fund - Direct Plan - Daily IDCW,105.7358,01-Jun-2026
122904,ICICI Prudential Savings Fund - Direct Plan - Fortnightly IDCW,101.7163,01-Jun-2026
120398,ICICI Prudential Savings Fund - Direct Plan - Growth,581.8138,01-Jun-2026
120399,ICICI Prudential Savings Fund - Direct Plan - IDCW Others,195.2191,01-Jun-2026
122651,ICICI Prudential Savings Fund - Direct Plan - Monthly IDCW,101.6983,01-Jun-2026
122982,ICICI Prudential Savings Fund - Direct Plan - Quarterly IDCW,110.4343,01-Jun-2026
120396,ICICI Prudential Savings Fund - Direct Plan - Weekly IDCW,105.5394,01-Jun-2026
130952,ICICI Prudential Savings Fund - Direct Plan Bonus,123.8923,15-Mar-2017
122748,ICICI Prudential Savings Fund - Fortnightly IDCW,101.7151,01-Jun-2026
101619,ICICI Prudential Savings Fund - Growth,573.2737,01-Jun-2026
115511,ICICI Prudential Savings Fund - IDCW Others,192.1522,01-Jun-2026
122531,ICICI Prudential Savings Fund - Monthly IDCW,101.6970,01-Jun-2026
122995,ICICI Prudential Savings Fund - Quarterly IDCW,110.1326,01-Jun-2026
101617,ICICI Prudential Savings Fund - Weekly IDCW,105.4843,01-Jun-2026
111795,ICICI Prudential Savings Fund Retail Daily Dividend,100.1193,24-Apr-2020
111794,ICICI Prudential Savings Fund Retail Growth,220.0081,24-Apr-2020
111793,ICICI Prudential Savings Fund Retail Weekly Dividend,100.956,24-Apr-2020
105025,Invesco India Low Duration Fund - Daily IDCW (Reinvestment),1017.9524,01-Jun-2026
120567,Invesco India Low Duration Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),4151.8233,01-Jun-2026
120570,Invesco India Low Duration Fund - Direct Plan - Growth,4149.9553,01-Jun-2026
120571,Invesco India Low Duration Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1086.4683,01-Jun-2026
120568,Invesco India Low Duration Fund - Direct Plan - Weekly IDCW (Payout / Reinvestment),1206.5664,01-Jun-2026
120566,Invesco India Low Duration Fund - Direct Plan -Daily IDCW (Reinvestment),1018.9655,01-Jun-2026
115458,Invesco India Low Duration Fund - Discretionary IDCW (Payout / Reinvestment),4067.1498,01-Jun-2026
104726,Invesco India Low Duration Fund - Growth,3973.9271,01-Jun-2026
104729,Invesco India Low Duration Fund - Monthly IDCW (Payout / Reinvestment),1448.2798,01-Jun-2026
104728,Invesco India Low Duration Fund - Regular - Growth,3518.9348,01-Jun-2026
104723,Invesco India Low Duration Fund - Regular - Monthly IDCW (Reinvestment),1420.0305,01-Jun-2026
104722,Invesco India Low Duration Fund - Regular - Weekly IDCW (Reinvestment),1445.0362,01-Jun-2026
105024,Invesco India Low Duration Fund - Regular Daily IDCW (Reinvestment),1750.2175,01-Jun-2026
104725,Invesco India Low Duration Fund - Weekly IDCW (Payout / Reinvestment),1328.4449,01-Jun-2026
154081,JioBlackRock Low Duration Fund - Direct Plan - Growth Option,1019.5428,01-Jun-2026
143610,JM Low Duration Fund (Direct) - Bonus Option - Principal Units,24.1642,01-Jun-2026
143604,JM Low Duration Fund (Direct) - Daily IDCW,10.85,01-Jun-2026
143606,JM Low Duration Fund (Direct) - Fortnightly IDCW,11.1382,01-Jun-2026
143612,JM Low Duration Fund (Direct) - Growth,40.1334,01-Jun-2026
143611,JM Low Duration Fund (Direct) - Weekly IDCW,11.4602,01-Jun-2026
143603,JM Low Duration Fund (Regular) - Daily IDCW,10.82,01-Jun-2026
143605,JM Low Duration Fund (Regular) - Fortnightly IDCW,11.0949,01-Jun-2026
143607,JM Low Duration Fund (Regular) - Growth Option,38.8927,01-Jun-2026
143608,JM Low Duration Fund (Regular) - Weekly IDCW,11.4172,01-Jun-2026
143609,JM Low Duration Fund - Bonus Option - Principal Units,23.4319,01-Jun-2026
154361,Kotak Low Duration Fund - Direct Plan - Monthly - Reinvestment & Payout of Income Distribution cum Capital Withdrawal Option,999.8152,01-Jun-2026
154358,Kotak Low Duration Fund - Direct Plan - Weekly - Reinvestment & Payout of Income Distribution cum Capital Withdrawal Option,999.7512,01-Jun-2026
133812,Kotak Low Duration Fund - Direct Plan- Standard Income Distribution cum capital withdrawal option,1531.7157,01-Jun-2026
133810,Kotak Low Duration Fund- Direct Plan- Growth Option,3844.5105,01-Jun-2026
133805,Kotak Low Duration Fund- Regular Plan-Growth Option,3500.4537,01-Jun-2026
133809,Kotak Low Duration Fund- Regular Plan-Standard Income Distribution cum capital withdrawal option,1251.0269,01-Jun-2026
120316,LIC MF Low Duration Fund-Direct Plan-Daily IDCW,10.05,01-Jun-2026
120315,LIC MF Low Duration Fund-Direct Plan-Growth,45.2229,01-Jun-2026
120317,LIC MF Low Duration Fund-Direct Plan-Monthly IDCW,23.6166,01-Jun-2026
120318,LIC MF Low Duration Fund-Direct Plan-Weekly IDCW,15.7517,01-Jun-2026
111676,LIC MF Low Duration Fund-Regular Plan-Daily IDCW,10.9455,01-Jun-2026
101830,LIC MF Low Duration Fund-Regular Plan-Growth,41.4653,01-Jun-2026
101829,LIC MF Low Duration Fund-Regular Plan-Monthly IDCW,14.2983,01-Jun-2026
111675,LIC MF Low Duration Fund-Regular Plan-Weekly IDCW,14.2195,01-Jun-2026
140617,Mahindra Manulife Low Duration Fund - Direct Plan - Daily IDCW,1246.0928,01-Jun-2026
140619,Mahindra Manulife Low Duration Fund - Direct Plan - Monthly IDCW,1134.3459,01-Jun-2026
140618,Mahindra Manulife Low Duration Fund - Direct Plan - Weekly IDCW,1030.3400,01-Jun-2026
140613,Mahindra Manulife Low Duration Fund - Direct Plan -Growth,1851.4611,01-Jun-2026
140614,Mahindra Manulife Low Duration Fund - Regular Plan - Daily IDCW,1000.0563,01-Jun-2026
140620,Mahindra Manulife Low Duration Fund - Regular Plan - Growth,1713.8173,01-Jun-2026
140616,Mahindra Manulife Low Duration Fund - Regular Plan - Monthly IDCW,1114.6405,01-Jun-2026
140615,Mahindra Manulife Low Duration Fund - Regular Plan - Weekly IDCW,1052.6500,01-Jun-2026
118843,Mirae Asset Low Duration Fund - Direct Plan - Daily IDCW,1208.9337,01-Jun-2026
118840,Mirae Asset Low Duration Fund - Direct Plan - Growth,2592.9916,01-Jun-2026
118841,Mirae Asset Low Duration Fund - Direct Plan - Monthly IDCW,1161.9369,01-Jun-2026
118842,Mirae Asset Low Duration Fund - Direct Plan - Quarterly IDCW,1019.3029,01-Jun-2026
118844,Mirae Asset Low Duration Fund - Direct Plan - Weekly IDCW,1455.6476,01-Jun-2026
107700,Mirae Asset Low Duration Fund - Regular Plan - Daily IDCW,1005.1646,01-Jun-2026
107705,Mirae Asset Low Duration Fund - Regular Plan - Growth,2367.4345,01-Jun-2026
107704,Mirae Asset Low Duration Fund - Regular Plan - Monthly IDCW,1088.8843,01-Jun-2026
107702,Mirae Asset Low Duration Fund - Regular Plan - Quarterly IDCW,1016.1343,01-Jun-2026
107701,Mirae Asset Low Duration Fund - Regular Plan - Weekly IDCW,1107.1097,01-Jun-2026
111747,NIPPON INDIA LOW DURATION FUND - DAILY IDCW Option,1012.1998,01-Jun-2026
118703,NIPPON INDIA LOW DURATION FUND - DIRECT Plan - DAILY IDCW Option,1012.2892,01-Jun-2026
125264,NIPPON INDIA LOW DURATION FUND - DIRECT Plan - IDCW Option,2216.0478,01-Jun-2026
118704,NIPPON INDIA LOW DURATION FUND - DIRECT Plan - MONTHLY IDCW Option,1039.9102,01-Jun-2026
118705,NIPPON INDIA LOW DURATION FUND - DIRECT Plan - QUARTERLY IDCW Option,1027.6944,01-Jun-2026
118706,NIPPON INDIA LOW DURATION FUND - DIRECT Plan - WEEKLY IDCW Option,1013.1676,01-Jun-2026
118702,Nippon India Low Duration Fund - Direct Plan Growth Plan - Bonus Option,2433.9886,01-Jun-2026
118709,Nippon India Low Duration Fund - Direct Plan Growth Plan - Growth Option,4190.0645,01-Jun-2026
125265,NIPPON INDIA LOW DURATION FUND - IDCW Option,2089.0702,01-Jun-2026
111749,NIPPON INDIA LOW DURATION FUND - MONTHLY IDCW Option,1031.7187,01-Jun-2026
111750,NIPPON INDIA LOW DURATION FUND - QUARTERLY IDCW Option,1025.5833,01-Jun-2026
111744,NIPPON INDIA LOW DURATION FUND - RETAIL Plan - DAILY IDCW Option,1012.1987,01-Jun-2026
111748,Nippon India Low Duration Fund - Retail Plan - Growth Plan - Growth Option,3743.2652,01-Jun-2026
111743,Nippon India Low Duration Fund - Retail Plan - Growth Plan -Bonus Option,2788.6828,01-Jun-2026
111751,NIPPON INDIA LOW DURATION FUND - RETAIL Plan - MONTHLY IDCW Option,1033.5934,01-Jun-2026
111752,NIPPON INDIA LOW DURATION FUND - RETAIL Plan - QUARTERLY IDCW Option,1029.7567,01-Jun-2026
111745,NIPPON INDIA LOW DURATION FUND - RETAIL Plan - WEEKLY IDCW Option,1012.9934,01-Jun-2026
111754,NIPPON INDIA LOW DURATION FUND - WEEKLY IDCW Option,1012.6994,01-Jun-2026
111746,Nippon India Low Duration Fund -Growth Plan -Bonus Option,2281.8416,01-Jun-2026
111753,Nippon India Low Duration Fund- Growth Plan - Growth Option,3930.0475,01-Jun-2026
119810,SBI Low Duration Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1473.2095,01-Jun-2026
119811,SBI Low Duration Fund - Direct Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1498.9642,01-Jun-2026
